dye_raw,eco_class,record_count,avg_pce_percent,max_pce_percent,avg_jsc,avg_voc,avg_ff,example_name,example_smiles,common_semiconductors,common_redox_couples,common_substrates,sources,screening_reasons,example_dois,example_titles
TBS3,metal_free_candidate_uncertain,1,3.84,3.84,7.5,0.704,72.7,,CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)OC3CC(OC3COP(=O)(O)OC4CC(OC4COP(=O)(O)OC5CC(OC5COP(=O)(O)OC6CC(OC6COP(=O)(O)OC7CC(OC7COP(=O)(O)OC8CC(OC8COP(=O)(O)OC9CC(OC9COP(=O)(O)OC1CC(OC1COP(=O)(O)OC1CC(OC1COP(=O)(O)OC1CC(OC1COP(=O)(O)OC1CC(OC1COP(=O)(O)OC1CC(OC1COP(=O)(O)OC1CC(OC1COP(=O)(O)OC1CC(OC1COP(=O)(O)OC1CC(OC1COP(=O)(O)OC1CC(OC1CO[P+](=O)O)N1C=CC(=NC1=O)N)N1C=NC2=C(N=CN=C21)N)N1C=CC(=NC1=O)N)N1C=NC2=C1N=C(NC2=O)N)N1C=CC(=NC1=O)N)N1C=NC2=C1N=C(NC2=O)N)N1C=NC2=C(N=CN=C21)N)N1C=C(C(=O)NC1=O)C)N1C=NC2=C1N=C(NC2=O)N)N1C=NC2=C1N=C(NC2=O)N)N1C=NC2=C1N=C(NC2=O)N)N1C=CC(=NC1=O)N)N1C=C(C(=O)NC1=O)C)N1C=NC2=C1N=C(NC2=O)N)N1C=NC2=C1N=C(NC2=O)N)N1C=CC(=NC1=O)N)OP(=O)(O)OCC1C(CC(O1)N1C=CC(=NC1=O)N)OP(=O)(O)OCC1C(CC(O1)N1C=C(C(=O)NC1=O)C)OP(=O)(O)OCC1C(CC(O1)N1C=NC2=C(N=CN=C21)N)OP(=O)(O)OCC1C(CC(O1)N1C=NC2=C1N=C(NC2=O)N)O,,,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.tet.2012.12.074,Efficient organic dyes containing dibenzo heterocycles as conjugated linker part for dye-sensitized solar cells
DH-2,metal_free_candidate_uncertain,2,2.975,3.82,8.23,0.59,0.62,,,TiO2,I3−/I−,,elsevier,no_heavy_metal_keyword_detected; organic_keyword:cyanoacrylic,10.1016/j.dyepig.2011.11.008; 10.1016/j.dyepig.2014.12.009,"Synthesis and characterization of novel carbazole-based terpyridyl photosensitizers for dye-sensitized solar cells (DSSCs) | Triphenylamine-based organic dyes containing a 1,2,3-triazole bridge for dye-sensitized solar cells via a ‘Click’ reaction"
PCZ - QCu,metal_free_candidate_uncertain,1,3.82,3.82,9.02,0.65,65.2,,,,I−/I3−,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.optmat.2018.01.022,D-A-π-A dye-sensitizers with Cd (Ⅱ) or Cu (Ⅱ) complex as auxiliary electron acceptor
FSD106,metal_free_organic_candidate,1,3.82,3.82,8.65,0.62,0.71,,,TiO2,,,elsevier,organic_keyword:cyanoacrylic,10.1016/j.electacta.2017.09.098,Molecular Engineering of Efficient Organic Sensitizers Containing Diyne-Bridge for Dye-Sensitized Solar Cells
TB-3,metal_free_candidate_uncertain,1,3.81,3.81,7.54,725.0,69.8,,,TiO2,,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.tetlet.2015.01.156,Novel D-π-A organic sensitizers containing diarylmethylene-bridged triphenylamine and different spacers for solar cell application
MZ - 259,metal_free_candidate_uncertain,1,3.81,3.81,11.15,580.0,0.59,,,,,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.electacta.2014.09.138,Effect of a pi-bridging unit in triphenylamine-benzothiadiazole based donor acceptor chromophores for dye-sensitized solar cells
4T,metal_free_candidate_uncertain,2,3.7,3.8,9.1,551.5,0.725,,,TiO2,,,rsc,no_heavy_metal_keyword_detected,10.1039/C5TC01183C,Linearly π-conjugated oligothiophenes as simple metal-free sensitizers for dye-sensitized solar cells  
KS-11,metal_free_candidate_uncertain,2,3.77,3.8,7.21,693.0,75.5,,,TiO2,,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.saa.2016.09.020,Experimental and theoretical analysis of organic dyes having a double D-π-A configurations for dye-sensitized solar cells
FT22,metal_free_candidate_uncertain,2,2.9,3.8,11.95,0.395,0.63,,,TiO2,,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.inoche.2013.06.047,New class of thiocyanate-free cyclometalated ruthenium(II) complexes having a pyridylquinoline derivative for near-infrared sensitization of dye-sensitized solar cells
( 4b ) + CDCA,metal_free_candidate_uncertain,1,3.8,3.8,9.22,0.66,0.62,,,,I3−/I−,,rsc,no_heavy_metal_keyword_detected,10.1039/C3TA15278B,A study of dye anchoring points in half-squarylium dyes for dye-sensitized solar cells  
Zn1U3A,metal_free_candidate_uncertain,1,3.8,3.8,9.36,0.59,69.0,,,,,,rsc,no_heavy_metal_keyword_detected,10.1039/C3CC47985D,"Three p -carboxyphenyl groups possessing zinc porphyrins: efficient, stable, and cost-effective sensitizers for dye-sensitized solar cells  "
SC,metal_free_candidate_uncertain,1,3.8,3.8,8.2,655.0,0.71,,[Sc],TiO2,I3-/I-,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.dyepig.2012.02.011,Performance of dye-sensitized solar cells based on novel sensitizers bearing asymmetric double D−π−A chains with arylamines as donors
P41,metal_free_organic_candidate,1,3.8,3.8,8.3,0.64,0.73,,CC(C)NC1=NC2=C(S1)C=C(C=C2)C3=C(N=CO3)C4=CC=CC=C4F,titania,,,elsevier,metal_free_smiles_screen,10.1016/j.tetlet.2015.12.057,Review of carbazole based conjugated molecules for highly efficient organic solar cell application
CSG2,metal_free_organic_candidate,1,3.8,3.8,8.9,0.584,0.74,,,TiO2,,,elsevier,organic_keyword:cyanoacrylic|carbazole|thiophene,10.1016/j.orgel.2013.11.020,Carbazole based A-π-D-π-A dyes with double electron acceptor for dye-sensitized solar cell
TPAR-2,metal_free_candidate_uncertain,1,3.79,3.79,9.2,550.0,0.75,,,TiO2,I−/I3−,,rsc,no_heavy_metal_keyword_detected,10.1039/C6NJ02720B,Dual donor–π–acceptor type organic dyes for efficient dye-sensitized solar cells  
1 : 1,metal_free_candidate_uncertain,1,3.79,3.79,10.8,510.0,69.1,,,TiO2,,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.jphotochem.2012.08.011,Tuning the photovoltaic parameters of β-substituted porphyrin analogues: An experimental and theoretical approach
TTB-2,metal_free_candidate_uncertain,1,3.79,3.79,7.69,704.0,70.1,,,TiO2,,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.synthmet.2015.03.033,Novel organic dyes based on diarylmethylene-bridged triphenylamine for dye-sensitized solar cells
H1+1 mM CDCA,metal_free_candidate_uncertain,1,3.79,3.79,7.42,716.0,0.71,,,TiO2,,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.dyepig.2019.107999,Effect of electron donor and acceptor in dithienopyrrolobenzothiadiazole-based organic dyes for efficient quasi-solid-state dye-sensitized solar cells
SC - NPyT3 + 50 mM CDCA,metal_free_candidate_uncertain,1,3.79,3.79,9.56,0.6,0.66,,,TiO2,,FTO,elsevier,no_heavy_metal_keyword_detected,10.1016/j.orgel.2013.11.031,"Synthesis, optical and electrochemical properties of pyridal[2,1,3]thiadiazole based organic dyes for dye sensitized solar cells"
DCR-2,metal_free_candidate_uncertain,2,2.79,3.78,6.61,0.594,0.633,,,,,,elsevier; rsc,no_heavy_metal_keyword_detected,10.1016/j.dyepig.2014.03.010; 10.1039/C9NJ00939F,"Organic dyes containing 2-(1,1-dicyanomethylene)rhodanine as an efficient electron acceptor and anchoring unit for dye-sensitized solar cells | Rhodanine-based light-harvesting sensitizers: a rational comparison between 2-(1,1-dicyanomethylene)rhodanine and rhodanine-3-acetic acid  "
"2-(1,1-dicyanomethylene) rhodanine - based dyes ( DCR-2 )",metal_free_candidate_uncertain,1,3.78,3.78,7.76,0.621,0.682,,,TiO2,iodide/triiodide,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.molstruc.2016.05.080,"Organic sensitizers for dye-sensitized solar cell (DSSC): Properties from computation, progress and future perspectives"
BD ( 20 min ) / FL ( 10 min ),metal_free_candidate_uncertain,1,3.78,3.78,9.77,0.65,0.595,,,TiO2,,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.jpowsour.2010.10.041,Co-sensitization promoted light harvesting for plastic dye-sensitized solar cells
10.16 × 10 − 8,metal_free_candidate_uncertain,1,3.78,3.78,16.14,660.0,0.37,,,TiO2,,ITO,elsevier,no_heavy_metal_keyword_detected,10.1016/j.solener.2016.05.022,Synthesis of a high efficiency novel working electrode scandium/HOMBIKAT in dye-sensitized solar cells
2′,metal_free_candidate_uncertain,1,3.77,3.77,8.3,678.0,0.67,,,,,,rsc,no_heavy_metal_keyword_detected,10.1039/C2CC17079E,"Spirally configured cis-stilbene / fluorene hybrids as bipolar, organic sensitizers for solar cell applications  "
PTZ1,metal_free_candidate_uncertain,1,3.77,3.77,7.79,640.0,0.75,,,,I−/I3−,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.synthmet.2011.04.001,Phenothiazine conjugated bipyridine as ancillary ligand in Ru(II)-complexes for application in dye sensitized solar cell
TC302 / IPIN,metal_free_candidate_uncertain,2,3.145,3.76,5.59,0.825,0.675,,,TiO2,I−/I3−,FTO,elsevier; rsc,no_heavy_metal_keyword_detected,10.1016/j.electacta.2015.10.137; 10.1039/C5RA15894J,Effect of Isonicotinate derivatives as additive on the photovoltaic performance of Carbazole-dye sensitized nanostructured TiO2 solar cells | Pyridine derivatives; new efficient additives in bromide/tribromide electrolyte for dye sensitized solar cells 
JK-29,metal_free_candidate_uncertain,1,3.76,3.76,9.11,0.61,0.68,,,TiO2,,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.tet.2006.12.082,Molecular engineering of organic dyes containing N-aryl carbazole moiety for solar cell
1P-SSS,metal_free_candidate_uncertain,1,3.75,3.75,10.89,0.58,0.6,,,TiO2,,FTO,elsevier,no_heavy_metal_keyword_detected,10.1016/j.tet.2009.04.024,Dye-sensitized solar cell utilizing organic dyads containing triarylene conjugates
YH-5,metal_free_candidate_uncertain,3,3.4933,3.74,7.8167,646.6667,0.6933,,,TiO2,,FTO,rsc,no_heavy_metal_keyword_detected,10.1039/C7NJ00413C,Influence of a D–π–A system through a linked unit of double and triple bonds in a triarylene bridge for dye-sensitised solar cells  
AH3,metal_free_organic_candidate,3,3.5067,3.74,8.0,573.3333,0.76,,CCOC1=C(C=C2CCN(CC2=C1)C=O)OC,TiO2,,,rsc,metal_free_smiles_screen,10.1039/C6CC02247B,A low recombination rate indolizine sensitizer for dye-sensitized solar cells  
PPL-1,metal_free_candidate_uncertain,2,3.675,3.74,7.775,680.0,0.695,,,TiO2,,,rsc,no_heavy_metal_keyword_detected,10.1039/C5RA05349H,"Pyrazino-[2,3- f ][1,10]phenanthroline as a new anchoring group of organic dyes for dye-sensitized solar cells  "
CB2,metal_free_candidate_uncertain,1,3.74,3.74,9.18,560.0,0.73,,,TiO2,I−/I3−,,rsc,no_heavy_metal_keyword_detected,10.1039/C7RA04402J,Novel BODIPY dyes with electron donor variety for dye-sensitized solar cells  
1N-SSS,metal_free_candidate_uncertain,1,3.74,3.74,11.88,0.58,0.54,,,TiO2,,FTO,elsevier,no_heavy_metal_keyword_detected,10.1016/j.tet.2009.04.024,Dye-sensitized solar cell utilizing organic dyads containing triarylene conjugates
1 : 0,metal_free_candidate_uncertain,1,3.73,3.73,12.9,452.0,64.1,,,TiO2,,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.jphotochem.2012.08.011,Tuning the photovoltaic parameters of β-substituted porphyrin analogues: An experimental and theoretical approach
Image 59,metal_free_candidate_uncertain,1,3.73,3.73,6.88,0.89,0.61,,,,,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.rser.2017.05.011,"An overview on basics of organic and dye sensitized solar cells, their mechanism and recent improvements"
V-BDT,metal_free_candidate_uncertain,1,3.73,3.73,6.88,0.89,0.61,,,,,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.rser.2017.05.011,"An overview on basics of organic and dye sensitized solar cells, their mechanism and recent improvements"
HKK - CM2,metal_free_candidate_uncertain,1,3.73,3.73,10.5,0.62,0.57,,,TiO2,,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.dyepig.2011.01.009,Coumarin dyes containing low-band-gap chromophores for dye-sensitised solar cells
WL102,metal_free_candidate_uncertain,1,3.72,3.72,8.65,0.61,70.4,,,,,,rsc,no_heavy_metal_keyword_detected,10.1039/C3RA41182F,A new type of organic sensitizers with pyridine-N-oxide as the anchoring group for dye -sensitized solar cells  
Cpd16,metal_free_organic_candidate,1,3.72,3.72,,0.58,0.65,,COC1=CC=C(C=C1)S(=O)(=O)NC2=CC=C(C3=CC=CC=C32)NS(=O)(=O)C4=CC=C(C=C4)OC,TiO2,I−/I3−,FTO,elsevier,metal_free_smiles_screen; organic_keyword:cyanoacrylic|dithien,10.1016/j.tet.2013.01.009,Synthesis of metal-free organic dyes containing tris(dodecyloxy)phenyl and dithienothiophenyl units and a study of their mesomorphic and photovoltaic properties
( RC730 ),metal_free_candidate_uncertain,1,3.72,3.72,10.2,0.64,0.57,,,,,Glass,elsevier,no_heavy_metal_keyword_detected,10.1016/j.jphotochem.2011.05.020,"Synthesis, characterization and introduction of a new ion-coordinating ruthenium sensitizer dye in quasi-solid state TiO2 solar cells"
Ph,metal_free_candidate_uncertain,1,3.7,3.7,11.0,530.0,,,,,,,rsc,no_heavy_metal_keyword_detected,10.1039/B900988D,A spectroscopic and DFT study of thiophene -substituted metalloporphyrins as dye -sensitized solar cell dyes  
PPAT5,metal_free_candidate_uncertain,1,3.7,3.7,8.05,700.0,0.65,,,,,glass,rsc,no_heavy_metal_keyword_detected,10.1039/C5TA03425F,Photovoltaic performance of long-chain poly(triphenylamine-phenothiazine) dyes with a tunable π-bridge for dye-sensitized solar cells 
FNE32,metal_free_candidate_uncertain,1,3.7,3.7,11.29,470.0,69.0,,,,I−/I3−,glass,rsc,no_heavy_metal_keyword_detected,10.1039/C5TA09763K,"Energy level engineering of thieno[3,4- b ]pyrazine based organic sensitizers for quasi-solid-state dye-sensitized solar cells "
HY103,metal_free_candidate_uncertain,1,3.7,3.7,11.76,464.0,0.674,,,,,,rsc,no_heavy_metal_keyword_detected,10.1039/B908396K,Efficient near infrared D–π–A sensitizers with lateral anchoring group for dye -sensitized solar cells  
"58 ( HY103 ; 66.11 , 610 )",metal_free_candidate_uncertain,1,3.7,3.7,11.8,460.0,0.67,,,TiO2,I−/I3−,,rsc,no_heavy_metal_keyword_detected,10.1039/C4RA16493H,Recent progress in organic sensitizers for dye-sensitized solar cells 
N621,metal_free_organic_candidate,1,3.7,3.7,9.0,700.0,0.58,,C1=CC(=C(C=C1CN)F)F,TiO2,,,rsc,metal_free_smiles_screen,10.1039/C3CS60409H,Ionic liquid-based green processes for energy production 
MP03,metal_free_candidate_uncertain,1,3.7,3.7,8.9,775.0,53.0,,,TiO2,,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.jphotochem.2012.04.014,Phenoxazine dyes in solid-state dye-sensitized solar cells
E3 ( bpy ) cell 2,metal_free_candidate_uncertain,1,3.69,3.69,,641.0,,,,TiO2,,,rsc,no_heavy_metal_keyword_detected,10.1039/C6TA04879J,Understanding why replacing I 3 − /I − by cobalt( ii )/( iii ) electrolytes in bis(diimine)copper( i )-based dye-sensitized solar cells improves performance  
TA3,metal_free_candidate_uncertain,1,3.69,3.69,7.81,0.654,0.723,,,TiO2,,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.dyepig.2017.07.049,A new series of azobenzene-bridged metal-free organic dyes and application on DSSC
TCT-13,metal_free_candidate_uncertain,1,3.69,3.69,7.76,691.0,68.8,,,TiO2,,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.tet.2012.10.046,Triazine dyes as photosensitizers for dye-sensitized solar cells
DT,metal_free_organic_candidate,2,2.55,3.68,6.14,0.56,0.67,,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O,TiO2,I−/I3−,,rsc,metal_free_smiles_screen; organic_keyword:dithien,10.1039/C6NJ01314G; 10.1039/C7RA05716D,"Effect of structural optimization on the photovoltaic performance of dithieno[3,2- b :2′,3′- d ]pyrrole-based dye-sensitized solar cells   | Novel D–π–A type triphenylamine based chromogens for DSSC: design, synthesis and performance studies  "
DYE1,metal_free_organic_candidate,2,3.67,3.68,7.635,0.713,0.675,,CC1=CC(=C(C#N)C#N)C=C(O1)/C=C/C2=CC=C(C3=CC=CC=C23)O,TiO2,,,elsevier,metal_free_smiles_screen; organic_keyword:carbazole|thiophene,10.1016/j.dyepig.2013.02.012,Anchoring stability and photovoltaic properties of new D(-π-A)2 dyes for dye-sensitized solar cell applications
JH1 + P1,metal_free_candidate_uncertain,1,3.68,3.68,8.16,0.664,67.91,,,,,,rsc,no_heavy_metal_keyword_detected,10.1039/C7DT03373G,A supramolecular assembly of metal-free organic dye with zinc porphyrin chromophore for dye-sensitized solar cells  
D-π-A Image 14,metal_free_candidate_uncertain,1,3.68,3.68,4.0,1156.0,0.796,,,TiO2,I3−/I−,glass,elsevier,no_heavy_metal_keyword_detected,10.1016/j.dyepig.2017.11.045,Strategies to improve the performance of metal-free dye-sensitized solar cells
YF03,metal_free_candidate_uncertain,1,3.67,3.67,6.494,0.807,,,,,,glass,rsc,no_heavy_metal_keyword_detected,10.1039/C2JM34363K,Structure–property relationship of naphthalene based donor–π–acceptor organic dyes for dye-sensitized solar cells: remarkable improvement of open-circuit photovoltage  
X67,metal_free_organic_candidate,1,3.67,3.67,10.23,528.0,0.68,,C1=CC(=C(C=C1F)C2=NC(=NC(=N2)N)N)O,TiO2,,,elsevier,metal_free_smiles_screen; organic_keyword:dithien,10.1016/j.tet.2016.04.044,"Synthesis of new dithieno[3,2-b:2′,3′-d]pyrrole (DTP) dyes for dye-sensitized solar cells: effect of substituent on photovoltaic properties"
H-5,metal_free_organic_candidate,1,3.66,3.66,8.7,,0.62,,CCS(=O)(=O)C1=C(C=C(C=C1)Cl)NN2C=NC3=C(C2=O)C=C(C(=C3)CN4CCN(CC4)C5COC5)Br,TiO2,,,rsc,metal_free_smiles_screen,10.1039/C6RA23034B,Ferrocenyl chalcones with phenolic and pyridyl anchors as potential sensitizers in dye-sensitized solar cells  
Image 41,metal_free_candidate_uncertain,1,3.66,3.66,9.15,0.59,67.8,,,,,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.rser.2017.05.011,"An overview on basics of organic and dye sensitized solar cells, their mechanism and recent improvements"
4. Dye-4,metal_free_candidate_uncertain,1,3.65,3.65,8.55,0.61,0.69,,,,T2/T−,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.rser.2016.12.087,Performance improvement of modified dye-sensitized solar cells
SC - NPyT3 + 10 mM CDCA,metal_free_candidate_uncertain,1,3.65,3.65,9.78,0.59,0.63,,,TiO2,,FTO,elsevier,no_heavy_metal_keyword_detected,10.1016/j.orgel.2013.11.031,"Synthesis, optical and electrochemical properties of pyridal[2,1,3]thiadiazole based organic dyes for dye sensitized solar cells"
M2,metal_free_organic_candidate,3,2.08,3.64,5.3467,197.6367,14.73,,CC(C=C)(C(=O)NC1=CC(=CC(=C1)Cl)Cl)O,TiO2; tin oxide,I3−/I−,FTO,elsevier; rsc,metal_free_smiles_screen,10.1016/j.dyepig.2011.09.012; 10.1039/C0JM02532A; 10.1039/C5CP07753B,"Heteroleptic Ru( ii )-bipyridine complexes based on hexylthioether-, hexyloxy- and hexyl-substituted thienylenevinylenes and their application in dye-sensitized solar cells   | Structural planarity and conjugation effects of novel symmetrical acceptor–donor–acceptor organic sensitizers on dye-sensitized solar cells | Synthesis and applications of main-chain Ru( ii ) metallo- polymers containing bis-terpyridyl ligands with various benzodiazole cores for solar cells  "
CFTA,metal_free_organic_candidate,1,3.64,3.64,8.99,0.62,0.66,,,TiO2,,,elsevier,organic_keyword:cyanoacrylic,10.1016/j.tetlet.2013.06.143,"An organic dye using N-dodecyl-3-(3,6-di-tert-butylcarbazol-N-yl)carbazol-6-yl as a donor moiety for efficient dye-sensitized solar cells"
1. NC102,metal_free_candidate_uncertain,1,3.64,3.64,8.15,0.63,0.71,,,,T2/T−,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.rser.2016.12.087,Performance improvement of modified dye-sensitized solar cells
SQ-6,metal_free_candidate_uncertain,1,3.64,3.64,9.0,0.62,0.65,,CCCCCCCCCCCCN1C2=CC=CC=C2SC1=CC3=C(C(=CC4=[N+](C5=CC=CC=C5S4)CCCCCCCCCCCC)C3=O)[O-],TiO2,I−/I3−,glass,elsevier,no_heavy_metal_keyword_detected,10.1016/j.solmat.2015.10.033,Combined theoretical and experimental approaches for development of squaraine dyes with small energy barrier for electron injection
BDMI,metal_free_candidate_uncertain,1,3.63,3.63,14.9,0.424,0.57,,,,I3−/I−,FTO,rsc,no_heavy_metal_keyword_detected,10.1039/C5CP01512J,"Visible light absorption and photoelectrochemical activity of colorless molecular 1,3-bis(dicyanomethylidene)indane ( BDMI ) by surface complexation on TiO 2  "
D-35,metal_free_candidate_uncertain,1,3.63,3.63,7.39,0.84,0.58,,,TiO2,,FTO,elsevier,no_heavy_metal_keyword_detected,10.1016/j.solmat.2019.03.013,Wide wavelength photon harvesting in dye-sensitized solar cells utilizing cobalt complex redox electrolyte: Implication of surface passivation
TC,metal_free_organic_candidate,1,3.63,3.63,9.42,0.73,0.53,,[Tc],,I−/I3−,,elsevier,metal_free_smiles_screen; organic_keyword:cyanoacrylic,10.1016/j.tet.2012.02.077,Y-shaped dyes based on triphenylamine for efficient dye-sensitized solar cells
